name,name_lower,genre,actor,director,country,year,link
Уитнэйл и я,уитнэйл и я,['чёрная комедия'],"['пол макганн', 'ричард э. грант', 'ричард гриффитс']",['брюс робинсон'],['великобритания'],1987,https://www.imdb.com/title/tt0094336/
Без наркоза,без наркоза,['драма'],"['збигнев запасевич', 'эва далковская', 'анджей северин', 'кристина янда']",['анджей вайда'],['польша'],1978,https://www.imdb.com/title/tt0078857/
Ведьмы из Сугаррамурди,ведьмы из сугаррамурди,['комедия ужасов'],"['уго сильва', 'марио касас', 'каролина банг']",['алекс де ла иглесиа'],['испания'],2013,https://www.imdb.com/title/tt2404738/
Великий инквизитор,великий инквизитор,"['ужасы', 'исторический фильм']","['винсент прайс', 'иэн огилви', 'руперт дейвис', 'хилари хит']",['майкл ривз'],['великобритания'],1968,https://www.imdb.com/title/tt0063285/
Ведьмы,ведьмы,"['кинокомедия', 'семейный фильм', 'тёмное фэнтези']","['анжелика хьюстон', 'май сеттерлинг', 'джейсен фишер', 'роуэн аткинсон', 'бренда блетин']",['николас роуг'],"['великобритания', 'сша']",1990,https://www.imdb.com/title/tt0100944/
Иствикские ведьмы,иствикские ведьмы,"['комедия', 'фэнтези']","['джек николсон', 'шер', 'сьюзан сарандон', 'мишель пфайффер']",['джордж миллер'],['сша'],1987,https://www.imdb.com/title/tt0094332/
Ведьмы,ведьмы,"['комедия', 'драма', 'мелодрама']","['сильвана мангано', 'анни жирардо', 'тото', 'клинт иствуд']","['витторио де сика', 'пьер паоло пазолини', 'лукино висконти', 'мауро болоньини', 'франко росси']","['франция', 'италия']",1967,https://www.imdb.com/title/tt0061037/
Молот ведьм,молот ведьм,['драма'],"['владимир шмерал', 'ело романчик', 'йозеф кемр', 'лубор токош']",['отакар вавра'],['чехословакия'],1970,https://www.imdb.com/title/tt0064546/
Колдовство 10: Повелительница,колдовство 10: повелительница,['ужасы'],['эйлин дейли'],['элизар кабрера'],['великобритания'],1998,https://www.imdb.com/title/tt0140697/
Колдовство 8: Призрак Салема,колдовство 8: призрак салема,['ужасы'],['ким копф'],['джозеф джон барметтлер'],['сша'],1996,https://www.imdb.com/title/tt0114959/
Колдовство 9: Горькая плоть,колдовство 9: горькая плоть,['ужасы'],"['лэндон холл', 'дэвид бернс', 'джулиус антонио']",['майкл пол джирард'],['сша'],1997,https://www.imdb.com/title/tt0118181/
Ведьмовство,ведьмовство,['ужасы'],"['линда блэр', 'дэвид хассельхофф', 'хильдегард кнеф']",['фабрицио лауренти'],"['италия', 'сша']",1988,https://www.imdb.com/title/tt0096453/
Колдовство 5: Танец с Дьяволом,колдовство 5: танец с дьяволом,['ужасы'],['марклен кеннеди'],['талун сю'],['сша'],1993,https://www.imdb.com/title/tt0108578/
Колдовство 7: Час расплаты,колдовство 7: час расплаты,['ужасы'],"['дэвид бернс', 'эйприл брэнман', 'лорен шмоль']",['майкл пол джирард'],['сша'],1995,https://www.imdb.com/title/tt0114958/
Колдовство,колдовство,['ужасы'],['дебора спера'],['роб спера'],['сша'],1988,https://www.imdb.com/title/tt0245567/
Колдовство 2: Искусительница,колдовство 2: искусительница,['ужасы'],"['чарльз соломон', 'делия шеппард']",['марк вудс'],['сша'],1989,https://www.imdb.com/title/tt0100943/
Колдовство 6:,колдовство 6:,['ужасы'],"['джерри спайсер', 'дебра к. битти', 'шеннон маклеод']",['джули дэвис'],['сша'],1994,https://www.imdb.com/title/tt0111731/
Колдовство 4:,колдовство 4:,['ужасы'],"['чарльз соломон', 'джули стрэйн']",['джеймс мерендино'],['сша'],1992,https://www.imdb.com/title/tt0105827/
